andrazpov-01/01.png -1 -1 -1 -1
andrazpov-01/02.png -1 -1 -1 -1
andrazpov-01/03.png -1 -1 -1 -1
andrazpov-01/04.png 421 258 97 88
andrazpov-01/05.png 112 74 56 56
andrazpov-01/06.png 376 137 59 57
andrazpov-01/07.png -1 -1 -1 -1
andrazpov-01/08.png 300 99 86 95
andrazpov-01/09.png -1 -1 -1 -1
andrazpov-01/10.png -1 -1 -1 -1
andrazpov-01/11.png 230 226 65 67
andrazpov-01/12.png -1 -1 -1 -1
andrazpov-01/13.png -1 -1 -1 -1
andrazpov-01/14.png 202 200 61 68
andrazpov-01/15.png 398 455 110 124
andrazpov-01/16.png 405 172 65 75
andrazpov-01/17.png -1 -1 -1 -1
andrazpov-01/18.png 456 283 72 94
andrazpov-01/19.png -1 -1 -1 -1
andrazpov-01/20.png 228 112 60 55
andrazpov-01/21.png -1 -1 -1 -1
andrazpov-01/22.png 195 187 51 58
andrazpov-01/23.png 427 190 45 45
andrazpov-01/24.png -1 -1 -1 -1
andrazpov-01/25.png 218 50 64 54
andrazpov-01/26.png -1 -1 -1 -1
andrazpov-01/27.png 233 336 109 105
andrazpov-01/28.png -1 -1 -1 -1
andrazpov-01/29.png -1 -1 -1 -1
andrazpov-01/30.png -1 -1 -1 -1
andrazpov-02/01.png -1 -1 -1 -1
andrazpov-02/02.png 47 101 35 36
andrazpov-02/03.png -1 -1 -1 -1
andrazpov-02/04.png 498 243 100 93
andrazpov-02/05.png 61 79 31 34
andrazpov-02/06.png 460 262 99 103
andrazpov-02/07.png 306 99 38 43
andrazpov-02/08.png 101 86 31 32
andrazpov-02/09.png 221 130 61 54
andrazpov-02/10.png 254 165 60 51
andrazpov-02/11.png -1 -1 -1 -1
andrazpov-02/12.png -1 -1 -1 -1
andrazpov-02/13.png 164 177 65 53
andrazpov-02/14.png 109 100 45 39
andrazpov-02/15.png 152 76 49 43
andrazpov-02/16.png 303 253 52 43
andrazpov-02/17.png 325 80 53 51
andrazpov-02/18.png 17 84 51 47
andrazpov-02/19.png -1 -1 -1 -1
andrazpov-02/20.png 161 137 51 47
andrazpov-02/21.png 71 80 38 38
andrazpov-02/22.png 135 184 64 73
andrazpov-02/23.png 475 206 80 86
andrazpov-02/24.png 557 227 89 96
andrazpov-02/25.png 315 153 109 115
andrazpov-02/26.png 286 289 76 91
andrazpov-02/27.png 456 200 95 88
andrazpov-02/28.png 68 140 41 38
andrazpov-02/29.png 64 103 47 41
andrazpov-02/30.png 143 93 62 60
andrazpov-03/01.png -1 -1 -1 -1
andrazpov-03/02.png -1 -1 -1 -1
andrazpov-03/03.png 190 253 96 129
andrazpov-03/04.png -1 -1 -1 -1
andrazpov-03/05.png 90 159 52 53
andrazpov-03/06.png 420 218 69 71
andrazpov-03/07.png 380 153 45 50
andrazpov-03/08.png -1 -1 -1 -1
andrazpov-03/09.png 229 163 53 59
andrazpov-03/10.png 102 161 44 39
andrazpov-03/11.png 301 306 90 108
andrazpov-03/12.png 385 314 83 97
andrazpov-03/13.png 147 314 104 119
andrazpov-03/14.png -1 -1 -1 -1
andrazpov-03/15.png 216 199 57 62
andrazpov-03/16.png 99 45 30 38
andrazpov-03/17.png -1 -1 -1 -1
andrazpov-03/18.png 113 204 72 96
andrazpov-03/19.png 409 205 48 61
andrazpov-03/20.png -1 -1 -1 -1
andrazpov-03/21.png -1 -1 -1 -1
andrazpov-03/22.png 418 195 55 78
andrazpov-03/23.png -1 -1 -1 -1
andrazpov-03/24.png -1 -1 -1 -1
andrazpov-03/25.png 347 94 32 35
andrazpov-03/26.png 443 221 74 70
andrazpov-03/27.png 268 151 49 51
andrazpov-03/28.png 199 275 66 90
